day,temp_min,temp_max
19920513,12.6,21.2
19920514,14,20.9
19920515,13.7,19.8
19920516,13.5,20.1
19920517,12.2,19.1
19920518,12.1,19.1
19920519,10.8,18.6
19920520,4.9,8.6
19920521,5.8,12
19920522,4.2,8.1
19920523,7.9,15.9
19920524,9.3,15
19920525,10.7,14.7
19920526,10.4,18.2
19920527,10,15.2
19920528,11.2,17.7
19920529,10.3,13
19920530,10.6,17.5
19920531,10.9,16.7
19920601,12,20.3
19920602,8.2,11.6
19920603,7,9
19920604,7.6,12.1
19920605,5.2,8
19920606,4.9,8.7
19920607,6.3,12.4
19920608,6.4,10.7
19920609,8.7,12.9
19920610,8,13
19920611,8,11.3
19920612,7.8,11.1
19920613,10.1,15
19920614,12.7,18.6
19920615,14.5,20.8
19920616,13.1,18.3
19920617,13.9,18.2
19920618,12,17.5
19920619,4.9,8.4
19920620,3.9,7.2
19920621,7,10.7
19920622,8.9,12.2
19920623,10.1,16.5
19920624,9.5,13.4
19920625,9.3,12.9
19920626,9.2,14.5
19920627,11.7,17.6
19920628,13.1,18.9
19920629,13.6,18.7
19920630,13.9,19.1
19920701,10.6,15
19920702,10.3,15.3
19920703,13.2,20.7
19920704,9,11.9
19920705,7.6,11.1
19920706,8.9,13.9
19920707,10.3,15.5
19920708,11,15.5
19920709,11.8,17.5
19920710,11.2,15.9
19920711,8.6,13.5
19920712,8.1,12.9
19920713,9.7,16.2
19920714,12.8,20.5
19920715,14.2,21.2
19920716,13.8,21.3
19920717,15,21.9
19920718,15.6,21.5
19920719,16.8,24.4
19920720,17.1,24.4
19920721,15.1,22.9
19920722,12.5,16.8
19920723,14.2,21.6
19920724,15.7,22.3
19920725,15.6,21.3
19920726,15.8,22.5
19920727,16.6,23.5
19920728,16,23.2
19920729,17.2,24.5
19920730,17.1,24.2
19920731,17.9,24.6
19920801,16.7,23
19920802,16.8,22.6
19920803,16.7,24.3
19920804,14.9,20.6
19920805,17.3,26.4
19920806,18.4,24.6
19920807,18.6,27.7
19920808,18.3,25.8
19920809,18.7,25.1
19920810,11.1,19.6
19920811,11.7,17.4
19920812,11.9,18.4
19920813,11.8,18.2
19920814,10.2,16.1
19920815,11.5,17.6
19920816,13,20.6
19920817,15.4,24.3
19920818,16.7,24.8
19920819,18.1,25.1
19920820,18.8,26.2
19920821,15.1,22.8
19920822,14,19.9
19920823,12.5,17.1
19920824,15,21.8
19920825,15.3,23
19920826,16.5,23.5
19920827,16.7,25.7
19920828,16.9,24.7
19920829,14.2,19.6
19920830,11.5,16.6
19920831,11.3,16.1
19920901,5.5,10.3
19920902,8.7,16.8
19920903,10.8,15.5
19920904,4.1,8.7
19920905,2.6,8.5
19920906,4.5,12
19920907,9.6,17
19920908,10.1,15.4
19920909,10,12.5
19920910,9.4,12.5
19920911,10,16.8
19920912,11,19.8
19920913,10.7,16.9
19920914,9.7,13.5
19920915,9.1,16.8
19920916,10.9,19.1
19920917,11.8,20.3
19920918,12.2,19.6
19920919,12,17.4
19920920,11.1,17.2
19920921,11.6,19
19920922,9.5,14.7
19920923,7.5,9.9
19920924,8.2,13.3
19920925,8.6,16.7
19920926,8.7,15.5
19920927,9.5,18.6
19920928,9.1,15.6
19920929,5.5,8.4
19920930,6,11.3
19921001,7.2,12
19921002,6.6,10.5
19921003,4.8,6.6
19921004,3.4,6.5
19921005,1.7,3.2
19921006,5,10.6
19921007,4.8,10
19921008,5.6,13.2
19921009,6.1,12.1
19921010,6,9.6
19921011,5.2,9.8
19921012,5.2,10.9
19921013,4.9,12.6
19921014,4,10.5
19921015,2.6,8.3
19921016,2.9,6.3
19921017,0.6,4.2
19921018,-3,1.7
19921019,-2.9,1.8
19921020,0.5,3.4
19921021,-0.3,2.3
19921022,-2.3,0.9
19921023,-2.4,1.5
19921024,-2.3,-1.3
19921025,0,4.5
19921026,0.4,5.8
19921027,1.2,5.8
19921028,1.9,6
19921029,0.3,4.3
19921030,1.6,5.6
19921031,1.4,5.3
19921101,3.6,8.4
19921102,3.6,10.1
19921103,2.8,6.4
19921104,3.1,7.2
19921105,4.4,13
19921106,6.5,15.3
19921107,5.8,14.8
19921108,4.1,11
19921109,4.3,10.7
19921110,3.4,7
19921111,1.9,5.6
19921112,-1.4,1.9
19921113,-4.2,-3.2
19921114,-5.1,0
19921115,2.2,6.7
19921116,-0.7,2.9
19921117,-3.6,-1.8
19921118,-5.1,-2.1
19921119,-0.7,4.1
19921120,1.5,5.6
19921121,0.1,2.4
19921122,2,4.3
19921123,3.5,9.2
19921124,2.7,8.6
19921125,2.2,7.5
19921126,3.1,5.9
19921127,-0.5,2
19921128,0.9,5.9
19921129,1.7,6.7
19921130,1,7.2
19921201,0.6,3.6
19921202,-0.2,3
19921203,-1.4,0.6
19921204,-3.5,-0.9
19921205,-3.1,-1.2
19921206,-7.3,-2.9
19921207,-3.2,-1.6
19921208,-2.8,-1.6
19921209,-3.4,-2.4
19921210,-5.6,-3.1
19921211,-7,-1.9
19921212,-3.2,-0.5
19921213,-6.7,-2.7
19921214,-2.7,3.2
19921215,-0.1,5.9
19921216,-0.3,5.5
19921217,-2.1,2.5
19921218,-3,2.4
19921219,-2,2
19921220,0.4,5.1
19921221,-1,3.3
19921222,-2.6,2.7
19921223,-1.7,2.4
19921224,-2,2.9
19921225,-1.5,4.3
19921226,-3.3,1.9
19921227,-3.5,1.7
19921228,-3.9,1.6
19921229,-1.9,4.6
19921230,-2.5,2.2
19921231,-4.4,2.4
19930101,-4.7,0.1
19930102,-8.9,-3.4
19930103,-9.8,-5.4
19930104,-9.2,-3.6
19930105,-6.7,-0.2
19930106,-0.7,5.2
19930107,0.9,4.1
19930108,-0.4,3
19930109,-2.7,3
19930110,-1.3,3.9
19930111,1.9,7.1
19930112,3.3,7.6
19930113,2.1,6.8
19930114,1.7,5.2
19930115,1.1,6.9
19930116,2.1,7.7
19930117,1.9,8.1
19930118,-1.1,3.7
19930119,-1.5,3.4
19930120,-2.9,2.2
19930121,-1.4,5.1
19930122,0.5,7.6
19930123,0.6,4.9
19930124,1.4,6.1
19930125,1.5,6.6
19930126,-6,-2.8
19930127,-3.4,0.4
19930128,-1.4,0.9
19930129,-3.6,1.6
19930130,-2.7,4.4
19930131,-2.8,3.9
19930201,-3,4.1
19930202,-0.2,7.7
19930203,3.3,10.4
19930204,0.7,6.8
19930205,0.2,6.7
19930206,-0.2,5.9
19930207,2.3,9.9
19930208,2.3,9.5
19930209,1.6,9.2
19930210,0.7,7.4
19930211,0,7.4
19930212,-0.2,7.1
19930213,-0.9,5.8
19930214,-2,5.2
19930215,-2.8,4.7
19930216,-4.6,-0.2
19930217,-5,-1.5
19930218,-2.9,3
19930219,-2.5,3.9
19930220,-4,0.2
19930221,-6,-2.9
19930222,-8.4,-6.9
19930223,-13.3,-9
19930224,-14,-9.4
19930225,-10.7,-4.3
19930226,-8.7,-3.1
19930227,-5.7,-1.2
19930228,-3.5,0.9
19930301,-0.9,1.8
19930302,0,2.3
19930303,-4.2,-2.7
19930304,-6.5,-2.4
19930305,-8.9,-4
19930306,-6,0.8
19930307,-4,1.4
19930308,-3.5,3.8
19930309,-3.6,3
19930310,-2.5,4.6
19930311,-1.8,4.9
19930312,-0.4,5.8
19930313,-0.9,5
19930314,-0.1,6
19930315,1.2,7
19930316,2.1,8.1
19930317,3.6,7.7
19930318,6.2,15
19930319,5.1,11.1
19930320,6.3,12.9
19930321,5.4,10.8
19930322,4.1,7.9
19930323,3.7,7.1
19930324,-0.7,1.6
19930325,-3.7,-0.6
19930326,-6.3,-1.9
19930327,-6,0.1
19930328,-5,0.7
19930329,-4.7,2.5
19930330,-0.1,7.7
19930331,3.8,10.7
19930401,4.2,12.2
19930402,-2.1,0
19930403,-2,1.9
19930404,-2.5,-0.2
19930405,-2.3,3.5
19930406,0.4,3.5
19930407,0.7,1.9
19930408,3.3,9.8
19930409,3.9,10.9
19930410,2.8,4.3
19930411,1.6,6.2
19930412,1.3,7.2
19930413,1.5,7.2
19930414,1.9,8.2
19930415,2.8,8.4
19930416,1.9,8.5
19930417,2.3,8.4
19930418,4.4,11
19930419,5.3,14
19930420,7.5,15.2
19930421,7.9,13.8
19930422,7.8,14.2
19930423,7.8,13.8
19930424,7.2,11.4
19930425,5,8.6
19930426,2.9,5.3
19930427,8,11.4
19930428,5.3,9.4
19930429,5,8.7
19930430,6.2,10.6
19930501,5.8,12
19930502,6.5,10.7
19930503,7.6,12.5
19930504,7.9,15
19930505,8,14.6
19930506,6.7,12.4
19930507,6.9,12.9
19930508,7.3,12.9
19930509,8.8,14.2
19930510,9.6,15.6
19930511,7.4,9.4
19930512,5.4,7.8
19930513,7.4,13.7
19930514,7.1,12.3
19930515,8,13.7
19930516,8.4,15.1
19930517,9.7,16.2
19930518,10.7,16.7
19930519,10.6,15.3
19930520,9,15.8
19930521,3.5,6.4
19930522,7,14.7
19930523,10.4,17.6
19930524,12.7,18.7
19930525,14.5,21.3
19930526,14.1,21.5
19930527,14.5,17.9
19930528,7.7,11.6
19930529,10.5,18.4
19930530,10.3,16.4
19930531,10.1,16
19930601,12,19.8
19930602,7.9,12.6
19930603,6.9,11.7
19930604,10.2,17.7
19930605,12.9,19.8
19930606,14,21.5
19930607,14.7,21.4
19930608,15.9,23.6
19930609,13.9,21.1
19930610,10.7,14.3
19930611,9.5,18.4
19930612,6.6,11.3
19930613,5,8.9
19930614,8.2,13
19930615,9.4,13.6
19930616,11.2,18
19930617,10.5,16.8
19930618,12,19.7
19930619,15.2,24.2
19930620,12.7,17.8
19930621,12.2,18.6
19930622,11.2,17.5
19930623,10.3,14.6
19930624,10.9,17.2
19930625,10.5,18.9
19930626,11.3,20.1
19930627,12.9,20.2
19930628,14,23
19930629,13.5,20.6
19930630,11.7,16.3
19930701,11.7,15.1
19930702,11.7,16.3
19930703,13.4,19.3
19930704,15.1,21.6
19930705,15.9,21.7
19930706,11.4,17.8
19930707,10,16.6
19930708,11.6,18.8
19930709,13.5,22
19930710,9.9,14.5
19930711,5.6,11.2
19930712,5.2,9.8
19930713,6.5,12.3
19930714,7,10.8
19930715,11.3,15.2
19930716,14.8,21.3
19930717,15,21.2
19930718,14.3,20.9
19930719,11.6,16.1
19930720,10,14.7
19930721,7.6,11
19930722,8.3,14.5
19930723,9.6,16.7
19930724,13.2,21.1
19930725,11.6,15.6
19930726,10.3,17.3
19930727,11.2,18
19930728,15.6,24.6
19930729,15.9,23.7
19930730,16.5,25.6
19930731,12.6,17.3
19930801,13.5,21
19930802,15.5,21.7
19930803,15.5,23.7
19930804,14.5,21.6
19930805,14.7,21.3
19930806,14.9,23.7
19930807,14.3,21.9
19930808,12.5,18.6
19930809,12.4,18.6
19930810,9.9,15.4
19930811,10.8,18.1
19930812,14.5,22.3
19930813,15,22.3
19930814,15.5,23.1
19930815,15.5,22.1
19930816,15.2,24
19930817,16.1,23.2
19930818,16.2,24.3
19930819,15.4,22.9
19930820,15.2,22.5
19930821,16.6,24.8
19930822,17.6,27.6
19930823,13.9,17.4
19930824,11.4,14.9
19930825,11.2,15.4
19930826,11.9,17.2
19930827,9.7,15.3
19930828,7.1,9.7
19930829,7.8,13.6
19930830,8.1,14.6
19930831,9.3,16.7
19930901,8.6,15
19930902,8.7,15.4
19930903,9.1,16.8
19930904,5.9,10.6
19930905,5.6,14.4
19930906,7.7,15.2
19930907,9.4,15.1
19930908,9.3,13.7
19930909,11.2,18.5
19930910,8,12.8
19930911,8.1,13.9
19930912,9.1,14.8
19930913,10.2,14.8
19930914,5.9,11.5
19930915,6.4,11.5
19930916,7.5,13
19930917,7.6,12.4
19930918,10,15.4
19930919,10.9,15.6
19930920,12.4,19.7
19930921,14.9,22.8
19930922,12.3,17.4
19930923,8.5,16.2
19930924,7.5,8.9
19930925,5.9,7.5
19930926,3.2,5.6
19930927,3.4,11.3
19930928,0.7,3.2
19930929,2.2,7.7
19930930,4.4,9.6
19931001,6.8,12.7
19931002,1.8,6.1
19931003,1.4,4.3
19931004,2.1,6.9
19931005,5.5,10.4
19931006,5.5,8
19931007,6.3,11.8
19931008,4.8,7.7
19931009,4,8.4
19931010,5.4,10.3
19931011,7.7,14.1
19931012,11.5,13.8
19931013,7.7,14.9
19931014,7.4,14.5
19931015,3.6,9.4
19931016,3.6,8.2
19931017,5.9,11.3
19931018,5,11.1
19931019,5.9,11
19931020,4,9.4
19931021,0.4,2.5
19931022,-2.9,-0.7
19931023,-0.8,4.8
19931024,-1.5,0.6
19931025,-0.6,5.1
19931026,-0.5,6.7
19931027,0.6,8.1
19931028,3.4,11.8
19931029,3.6,11.9
19931030,2.4,11
19931031,1.7,6.7
19931101,4.7,8.7
19931102,4.8,9.6
19931103,3.8,10.5
19931104,3.4,10
19931105,4,8.9
19931106,3.7,4.8
19931107,2.8,7.6
19931108,0.2,6.1
19931109,-0.4,3.6
19931110,0.5,5.5
19931111,0.7,6.6
19931112,-1.7,0.6
19931113,-2.7,1.5
19931114,1.2,6.3
19931115,-1.4,1.1
19931116,-4.7,-0.7
19931117,-4.8,0.4
19931118,-5.4,-0.3
19931119,-6.6,-1.2
19931120,-9.1,-5.2
19931121,-10,-4.5
19931122,-9.8,-5.5
19931123,-6.1,-1.1
19931124,-1,3
19931125,-0.6,6.4
19931126,0.6,7.7
19931127,0.2,5.4
19931128,-1.9,5.4
19931129,-8.5,-4.5
19931130,-3.3,4
19931201,-3.3,0
19931202,-4,1.2
19931203,1.8,8.8
19931204,3.3,11.1
19931205,-0.3,5.3
19931206,-0.3,4.7
19931207,-2,0.8
19931208,-1.6,2.2
19931209,1.2,5.4
19931210,-1.8,3.2
19931211,-3.1,1.2
19931212,-4.6,-2.8
19931213,-0.6,5.6
19931214,-2.6,-0.7
19931215,-5,-1.6
19931216,-3.9,-1
19931217,-2.7,0.5
19931218,-3,2.5
19931219,-0.1,5.2
19931220,3.8,9.1
19931221,2.9,10
19931222,-4.1,-1.6
19931223,-3.7,-1.5
19931224,-5.7,-4
19931225,-6.3,-4.1
19931226,-9.6,-7.3
19931227,-12.5,-7.8
19931228,-9.8,-5.5
19931229,-4,0
19931230,-1.4,1.4
19931231,-0.3,2.5
19940101,-3.9,-1.5
19940102,-4.5,1.6
19940103,-2,0.7
19940104,-1.8,0.4
19940105,-2.3,1.2
19940106,0.1,4.8
19940107,-0.2,1.3
19940108,-2.2,0.9
19940109,-3.4,-0.9
19940110,-2.9,1.6
19940111,-3.2,-1.1
19940112,-3.2,2.3
19940113,-1.2,4.4
19940114,-0.4,2.2
19940115,-5.8,-2.5
19940116,-6,-1.8
19940117,-8.6,-4.1
19940118,-10,-4.3
19940119,-8,-1.1
19940120,-8.2,-3.1
19940121,-8.5,-0.4
19940122,-4.2,2.6
19940123,-1.7,3.6
19940124,-1.6,0.1
19940125,0.4,1.7
19940126,-1.3,3
19940127,-4.3,-1.6
19940128,-3.6,2.9
19940129,-4.7,-0.7
19940130,-4.1,2.5
19940131,-3.9,0.1
19940201,-2.6,3.8
19940202,-0.4,4.8
19940203,0.1,3.2
19940204,1.5,4.5
19940205,-0.7,3.4
19940206,-3.6,1.3
19940207,-3.3,-1.2
19940208,-3.5,-2.5
19940209,-6.3,-2
19940210,-6.3,-2.8
19940211,-7.5,-3.4
19940212,-9.8,-3.5
19940213,-9.5,-5.4
19940214,-9.6,-5.2
19940215,-6.8,-1.2
19940216,-6.6,-0.3
19940217,-8.2,-2.9
19940218,-5.1,2.1
19940219,-5.8,-0.7
19940220,-5.1,-1.5
19940221,-3.2,1
19940222,-2.3,2.6
19940223,-2,1.8
19940224,-2.9,-0.4
19940225,-1.8,4
19940226,2.3,8
19940227,2.9,7.8
19940228,2.2,6.6
19940301,1.3,3.5
19940302,0.3,3.3
19940303,0.4,3.8
19940304,2.7,9.2
19940305,2.9,9.7
19940306,1.7,5.1
19940307,1.3,6.1
19940308,2.1,7.2
19940309,5.4,13.9
19940310,5.5,12.5
19940311,5.8,13
19940312,4.5,8.9
19940313,2.2,4.8
19940314,2.5,9
19940315,1.4,6.9
19940316,3.5,10.8
19940317,1.6,6.1
19940318,-0.8,5.8
19940319,2.3,9
19940320,2.1,9.2
19940321,2.1,8
19940322,3.1,9.8
19940323,4.7,8.9
19940324,8.5,16.9
19940325,7.7,15.1
19940326,3.6,8.8
19940327,0.9,7.7
19940328,4.7,12.5
19940329,5.9,11.9
19940330,6.3,13.7
19940331,5,9.2
19940401,2.5,9.2
19940402,-3,-0.1
19940403,-4,1.1
19940404,-4.5,-2.2
19940405,-3.1,0.4
19940406,-3.4,-0.1
19940407,-3.5,3.1
19940408,-2.8,0.6
19940409,-3.5,1.8
19940410,-3.8,0.7
19940411,-2.7,1.6
19940412,-0.7,4.1
19940413,1.2,7.1
19940414,-0.2,5.8
19940415,-0.5,4.4
19940416,0.8,3.1
19940417,4.4,9.5
19940418,3.5,8.7
19940419,3.9,9.2
19940420,4.2,8.3
19940421,3.6,8.1
19940422,5.6,12.2
19940423,6.1,12
19940424,6.4,12.3
19940425,4,8
19940426,3.9,9.2
19940427,5.5,11.1
19940428,7.9,15.3
19940429,9.6,16.8
19940430,10.4,17.4
19940501,10.6,17.3
19940502,8.5,15.5
19940503,9.2,16.4
19940504,7.7,12.5
19940505,5.2,10.9
19940506,6.5,12.6
19940507,9.9,16.6
19940508,8.3,14.7
19940509,4.8,6.6
19940510,6.8,13.1
19940511,7.7,14.6
19940512,7.7,13.4
19940513,8.6,14.2
19940514,7.1,10.9
19940515,9,15.9
19940516,8.9,16.4
19940517,9.6,15.3
19940518,1.9,5.9
19940519,4.7,10.3
19940520,5.3,10
19940521,7.8,12.6
19940522,9.9,15
19940523,12.4,18.4
19940524,9.8,13.5
19940525,10,15.6
19940526,7.3,11.2
19940527,6.6,12.5
19940528,9.6,16.1
19940529,7.7,11
19940530,9.8,16
19940531,11.7,20.3
19940601,14.5,22.2
19940602,16.8,22.6
19940603,10.6,15.6
19940604,6.5,12.5
19940605,3.5,8.7
19940606,7.3,16.5
19940607,11.1,17.5
19940608,12.3,20.1
19940609,6.4,10.4
19940610,5,11.7
19940611,4.4,8.7
19940612,8.4,14.6
19940613,9.9,16.2
19940614,10.7,15.9
19940615,11.5,18
19940616,11.2,18.3
19940617,11.3,19.3
19940618,13.4,21.1
19940619,11.7,18.6
19940620,9.9,13.4
19940621,11.5,15.9
19940622,13.5,20.7
19940623,15.2,22.5
19940624,16.7,24.6
19940625,15.9,23
19940626,12.2,17.7
19940627,9.9,14.9
19940628,13.4,20.1
19940629,15.2,21.3
19940630,15.8,22.8
19940701,16.6,23.3
19940702,17.6,24.1
19940703,18.9,26.1
19940704,19.3,27.4
19940705,16.5,22.2
19940706,15.4,23.8
19940707,13.3,18.2
19940708,11.3,15.7
19940709,12.9,19.3
19940710,14.1,21.3
19940711,16.2,23.3
19940712,16.7,23.4
19940713,17,24.3
19940714,15.2,23.6
19940715,14.5,20.6
19940716,17.1,24.3
19940717,17.7,27.4
19940718,14.7,21.4
19940719,11.7,15.5
19940720,10.2,13.3
19940721,14.6,20.8
19940722,15.7,22.5
19940723,15.1,22.1
19940724,15.5,23.6
19940725,16.3,22.2
19940726,17,23.2
19940727,17.1,22.7
19940728,15.5,22.7
19940729,16.7,23.9
19940730,16.2,22.8
19940731,15.2,22.2
19940801,11.4,15.2
19940802,13.6,20.7
19940803,16.1,23.4
19940804,18.1,25.2
19940805,18.7,25.9
19940806,17.2,27.9
19940807,15.5,22.8
19940808,14,19.7
19940809,18.4,26.3
19940810,18.6,25
19940811,11.9,15.7
19940812,11.6,16.6
19940813,11.6,17.1
19940814,11.5,17
19940815,12.4,18.8
19940816,13.7,20.9
19940817,11.4,14.9
19940818,9.9,15.5
19940819,11.6,19.6
19940820,14.4,22
19940821,16.1,22.3
19940822,15.4,22.4
19940823,15.4,22.6
19940824,13.4,18.6
19940825,9.6,14.6
19940826,11.3,19.5
19940827,12.3,19.9
19940828,13.3,18.3
19940829,13,19
19940830,11.9,18.5
19940831,10.9,14
19940901,10.5,14.3
19940902,8.3,9.9
19940903,9.3,14
19940904,9.7,15.8
19940905,10.6,16.9
19940906,13,20.1
19940907,14.4,23.4
19940908,9.6,12.3
19940909,6.5,12
19940910,7.9,14.1
19940911,9.5,15.8
19940912,10.1,19.4
19940913,9.1,14.3
19940914,6.1,11.6
19940915,2.8,6.5
19940916,2.7,6.2
19940917,2.4,5.7
19940918,1.4,5.9
19940919,2.6,8
19940920,4.5,9.3
19940921,6.4,9.5
19940922,9.1,13.7
19940923,10.3,13.5
19940924,12.5,19.4
19940925,11.2,19
19940926,7,9.3
19940927,8.8,14.3
19940928,9,15.1
19940929,9.2,15.5
19940930,11.1,16.9
19941001,10.7,16
19941002,10.8,15.7
19941003,7.4,10.7
19941004,5.1,9.5
19941005,3,7.8
19941006,2.3,8.4
19941007,0.3,3
19941008,0.4,5.3
19941009,4.3,11.7
19941010,6.4,14.3
19941011,8.5,14.3
19941012,10.3,15.7
19941013,10.1,17.4
19941014,8.4,16.1
19941015,7.2,15.7
19941016,6.1,14.1
19941017,5.8,14
19941018,5.3,13.3
19941019,4.2,8.7
19941020,5.5,8.6
19941021,5.9,10.4
19941022,6.3,12.7
19941023,3,5.7
19941024,2.6,7.1
19941025,3.1,8.8
19941026,1,4.5
19941027,-0.4,4.7
19941028,0.5,2.5
19941029,0.3,4.9
19941030,3.8,7.8
19941031,6.8,14.8
19941101,5.2,10.9
19941102,5.5,10.5
19941103,6.9,12.6
19941104,7.2,11.4
19941105,6.2,10
19941106,1.2,2.5
19941107,2.2,8.2
19941108,2,8.6
19941109,2.9,7.2
19941110,1.5,3.2
19941111,1.6,4.9
19941112,1.5,7.4
19941113,2.8,6.2
19941114,3.1,9.4
19941115,5,12.7
19941116,4.1,7.9
19941117,0.3,5.6
19941118,-0.4,1.3
19941119,2.7,4.9
19941120,4.7,9
19941121,5,11.1
19941122,4.8,10.8
19941123,4.4,10.9
19941124,3.4,10.9
19941125,1.6,9.5
19941126,0.8,6.7
19941127,1.3,7.6
19941128,2.4,10.2
19941129,2.9,8.2
19941130,0.6,6.9
19941201,0.7,6.5
19941202,0.6,6.4
19941203,-0.1,6.7
19941204,2.9,7.9
19941205,3.3,6.4
19941206,0.7,4.6
19941207,-1.3,4.6
19941208,-0.7,3.7
19941209,0.4,2
19941210,1.6,4.6
19941211,2.2,9
19941212,3.7,10.5
19941213,4,10
19941214,1.5,9.7
19941215,-3.6,1.9
19941216,-4.5,1.2
19941217,-3.5,2.9
19941218,-1.4,5.6
19941219,-3.2,-0.7
19941220,-4.6,-3.9
19941221,-7.8,-5
19941222,-10.5,-7
19941223,-4.9,0.1
19941224,-6,-0.3
19941225,-6.7,-1.1
19941226,-6.3,-2
19941227,-1.8,0.6
19941228,0.8,2.6
19941229,1.1,6.4
19941230,-0.1,1.9
19941231,-2.3,-0.1
19950101,-4.5,-2.3
19950102,-8.8,-7.5
19950103,-10.1,-7.1
19950104,-14.2,-8.5
19950105,-13.5,-7.1
19950106,-10,-4.4
19950107,-10.5,-5
19950108,-10.5,-5.4
19950109,-7.2,-3.6
19950110,-2.8,0
19950111,-2.7,0.4
19950112,-8.3,-7
19950113,-13,-9.1
19950114,-11,-3.8
19950115,-6.4,-0.3
19950116,-3.2,3.3
19950117,-3.4,3.4
19950118,-3.1,0
19950119,-4.8,-1.8
19950120,-3.8,-0.3
19950121,-5.2,-1.6
19950122,-1.9,0.9
19950123,0.2,3.2
19950124,-3.2,0.2
19950125,-1,3.2
19950126,0.3,8
19950127,-4.5,-1.3
19950128,-1.7,2.4
19950129,-1.6,0.8
19950130,-1.6,-0.1
19950131,-4.5,-1.5
19950201,0,6.9
19950202,-0.9,2.9
19950203,-2.3,4
19950204,-1.4,1.2
19950205,-0.9,5.7
19950206,-0.9,5
19950207,0.4,7.3
19950208,-0.4,4.5
19950209,-1.3,0.9
19950210,-3.4,2.9
19950211,-1.9,2.8
19950212,-0.2,4.4
19950213,1.1,4.9
19950214,-2.1,2.4
19950215,0.6,7
19950216,-0.8,1.5
19950217,-0.9,3.2
19950218,-3.4,-1.3
19950219,-4.7,1
19950220,0.7,7.6
19950221,2,7.9
19950222,-0.7,1.2
19950223,-3.3,-0.7
19950224,-5,-2
19950225,-1.6,1.5
19950226,-3.6,-1
19950227,-8.1,-3.3
19950228,-4.9,3.6
19950301,0.3,6.2
19950302,-2.1,2.9
19950303,-3.9,1.9
19950304,-6.6,-4.5
19950305,-7.4,-0.8
19950306,-5.5,-2
19950307,-7,-1.6
19950308,-5.2,-0.9
19950309,-5,0.4
19950310,-1.8,6.6
19950311,2.1,9.8
19950312,3,10.2
19950313,0.5,5.4
19950314,-2.6,3
19950315,-2.7,-0.9
19950316,-3.6,0.3
19950317,-4,1.3
19950318,0.6,2.8
19950319,1.6,5.9
19950320,-4.2,0
19950321,-5.6,-0.8
19950322,-5.1,1.8
19950323,0,7.6
19950324,2.8,9.6
19950325,3.1,9.2
19950326,2,6.5
19950327,-1.3,2.8
19950328,-6.4,-1.6
19950329,-6.1,-1.1
19950330,-7.6,-3.4
19950331,-6.5,-0.8
19950401,-0.8,3.7
19950402,3,9.6
19950403,5.5,13.4
19950404,6.1,13.3
19950405,6,13.3
19950406,5.6,11.7
19950407,5.4,12.2
19950408,5.1,11.1
19950409,1.8,8.8
19950410,0.8,5.2
19950411,2.3,8.3
19950412,3.7,10.7
19950413,2.4,7.7
19950414,0.2,5.8
19950415,-0.3,5.1
19950416,0.6,4.5
19950417,2.2,8.4
19950418,4.7,12.7
19950419,3.9,10.3
19950420,-0.7,1.5
19950421,2.5,9.4
19950422,3.2,6
19950423,3.9,6.8
19950424,2.8,4.7
19950425,3.9,8.4
19950426,1.6,3.9
19950427,3.3,6.2
19950428,6,12.4
19950429,6.8,12.7
19950430,4.4,7
19950501,7,14.1
19950502,7.6,15.2
19950503,8.4,15.7
19950504,9.4,16.2
19950505,9.9,17.4
19950506,10.4,17.5
19950507,10.7,16.9
19950508,10.3,17
19950509,9.8,15.9
19950510,6.8,11.6
19950511,6.1,11.2
19950512,6.1,11.2
19950513,1.9,4.2
19950514,0.1,4.2
19950515,3.6,10.7
19950516,5.5,11.9
19950517,5.8,13
19950518,5.2,8.1
19950519,3.3,6.5
19950520,2.9,9
19950521,3.4,9.5
19950522,6.7,13.6
19950523,8.7,15
19950524,9.9,15.3
19950525,11.5,18.4
19950526,7.3,9.2
19950527,8.6,13.5
19950528,11.2,19.3
19950529,11.4,19.8
19950530,6.6,12.5
19950531,3.1,8.2
19950601,5.7,10.3
19950602,6,10.6
19950603,8.3,13.2
19950604,7,9.4
19950605,5.6,9.1
19950606,6,10.6
19950607,8.9,14.4
19950608,8.9,15.4
19950609,7.6,9.8
19950610,7,12.2
19950611,3,6.5
19950612,4,6.4
19950613,5,9.6
19950614,5.4,10.8
19950615,6.8,13.7
19950616,7.9,12.9
19950617,9.3,16.8
19950618,10.9,18.7
19950619,12.8,20
19950620,15,22.1
19950621,13.8,18.3
19950622,13.5,20.7
19950623,6.3,9
19950624,5.3,9.8
19950625,9.7,17.2
19950626,13.3,20.9
19950627,15.6,23.1
19950628,15.2,21.2
19950629,15.7,22
19950630,15.7,22.1
19950701,15.2,22.6
19950702,14,20.3
19950703,9.8,14.2
19950704,11,16.7
19950705,9.9,12.7
19950706,12.6,18.1
19950707,14.6,20.8
19950708,15.3,22.1
19950709,16,23.1
19950710,15.9,23.1
19950711,15.2,22.6
19950712,15,21.3
19950713,15.7,23.7
19950714,13.5,18.8
19950715,14,17.9
19950716,13.1,18
19950717,13.2,19.4
19950718,14.2,21
19950719,16.4,24.1
19950720,18.5,26.2
19950721,17.9,25.6
19950722,19.1,27.6
19950723,15.1,21.4
19950724,16.7,23.9
19950725,18,24.7
19950726,18.5,27.5
19950727,16.7,22.4
