day,temp_min,temp_max
20020809,9.3,11.9
20020810,4.6,8.4
20020811,5.4,8.6
20020812,9.7,16.8
20020813,9.6,16.2
20020814,12.4,20.3
20020815,13.1,20.1
20020816,13.1,19.6
20020817,13.7,20.7
20020818,13.9,20.9
20020819,15,21.7
20020820,14.3,21
20020821,11.6,16.9
20020822,11.3,17.9
20020823,11,14.5
20020824,12.6,19.1
20020825,12.4,18.1
20020826,12.4,16.8
20020827,10.3,14.7
20020828,11.6,16.9
20020829,13.2,18.3
20020830,13.7,20.3
20020831,12.6,18.2
20020901,11.8,15.3
20020902,12.4,18.1
20020903,9.1,10.7
20020904,8.8,14.1
20020905,8.8,14.6
20020906,10.1,14.3
20020907,11.4,17.8
20020908,10.6,18.1
20020909,10.1,15.1
20020910,8.7,13.1
20020911,8.2,12.9
20020912,9.9,17.2
20020913,9.2,16.5
20020914,8.9,14.8
20020915,8.3,14.3
20020916,8.5,14.7
20020917,8.9,15.2
20020918,9.4,16.7
20020919,10.4,14.1
20020920,11.4,15.3
20020921,9.9,14.9
20020922,8.1,12
20020923,3.3,7.6
20020924,0.7,3.1
20020925,-0.2,2.7
20020926,1.4,5.7
20020927,3.6,7.6
20020928,4.3,10.6
20020929,4,11.4
20020930,5,12.6
20021001,6.3,15.1
20021002,7.5,15.3
20021003,7.2,13.9
20021004,6.7,10
20021005,6.4,11.7
20021006,3.6,5.7
20021007,2.6,8.5
20021008,3.7,9.9
20021009,5.6,10.1
20021010,7.3,12.2
20021011,6,9.7
20021012,5.4,8.3
20021013,3.4,8.9
20021014,6.5,12
20021015,7.6,14.7
20021016,8.2,13.5
20021017,4.5,7.6
20021018,0.3,3.7
20021019,-0.3,3.6
20021020,3.7,11.4
20021021,7.2,13.3
20021022,5.4,9.2
20021023,3.9,8.1
20021024,1.4,6.6
20021025,3.8,8.2
20021026,6.1,14.9
20021027,7.4,18.6
20021028,3.4,8.7
20021029,4.7,13.6
20021030,5.4,13.9
20021031,3.6,10.2
20021101,4.7,12.4
20021102,3.2,4.7
20021103,5,9.9
20021104,-0.1,0.9
20021105,-1.6,2.9
20021106,-3.6,1.8
20021107,-2.5,-0.6
20021108,-4.2,1.7
20021109,-0.7,3.2
20021110,0.8,2
20021111,2.6,5.5
20021112,-0.5,5.6
20021113,1,7
20021114,3.6,7.9
20021115,5.5,9.8
20021116,1.9,5.3
20021117,0.3,5.2
20021118,-0.7,2.1
20021119,-1.3,2.5
20021120,-0.6,5.9
20021121,3.4,7.3
20021122,-1.3,0.6
20021123,-1.3,4
20021124,1.3,2.9
20021125,2.2,5.4
20021126,1.3,2.9
20021127,2.8,7.9
20021128,2.1,6.8
20021129,-0.8,2.7
20021130,-3.5,0.7
20021201,-4.3,0.4
20021202,-3.5,-1.8
20021203,-4.7,-2.9
20021204,-7.2,-2.4
20021205,-4.6,-0.6
20021206,-0.8,5.3
20021207,-1.4,2.4
20021208,-3.2,1.9
20021209,-5.1,0.1
20021210,-4.6,1.7
20021211,-2.2,3.3
20021212,-0.8,2.3
20021213,-2.4,2.5
20021214,-2.5,2.5
20021215,-1.5,2
20021216,-0.8,1.3
20021217,-0.1,1.1
20021218,-3.2,0.5
20021219,-4.1,2
20021220,-2.1,2.6
20021221,0,2
20021222,0.4,2.6
20021223,1.7,4.5
20021224,1.1,4.6
20021225,0.3,5
20021226,-0.8,3.6
20021227,3.1,7.5
20021228,0.3,2
20021229,-1.1,0.1
20021230,1.4,5
20021231,0.2,2.6
20030101,-1.4,1.9
20030102,1.4,4.5
20030103,-0.4,3.2
20030104,-1.8,0.5
20030105,-10.1,-5.4
20030106,-8.5,-4.5
20030107,-11.6,-8.6
20030108,-11.3,-5.6
20030109,-8.8,-2.3
20030110,-10.9,-6.7
20030111,-9.4,-2.6
20030112,-9.1,-1.8
20030113,-8.4,-4.7
20030114,-4.3,1.8
20030115,-1.5,4.9
20030116,-4.8,-0.6
20030117,-5.2,1.8
20030118,-6,0.3
20030119,-2.8,5.2
20030120,-2.7,3.9
20030121,-2.3,3
20030122,-4.2,-1
20030123,-4,-1.3
20030124,-5.1,-2.6
20030125,-6.1,-0.3
20030126,-6.8,-3.6
20030127,-3.1,1.7
20030128,-2.1,2.6
20030129,-6.4,-4.5
20030130,-8.6,-5.8
20030131,-12.1,-7.1
20030201,-14.3,-8.8
20030202,-9.1,-2.9
20030203,-5.3,-1.4
20030204,-5.9,-0.5
20030205,-8.9,-6.6
20030206,-9.7,-5.7
20030207,-9.8,-2.6
20030208,-5.9,-0.5
20030209,-4.6,2.7
20030210,-6.7,-1.1
20030211,-7,1.9
20030212,-8.1,0.2
20030213,-9.6,-2
20030214,-8.4,-3.2
20030215,-8.7,-2.8
20030216,-9.1,-5
20030217,-10.6,-5.1
20030218,-7.6,0.7
20030219,-4.6,3.5
20030220,-3.6,4.3
20030221,-2.5,5
20030222,-2.6,4.8
20030223,-3.7,2.6
20030224,-3.7,3.6
20030225,-3,3.4
20030226,-2.2,3.8
20030227,-2.3,2.6
20030228,-0.9,4.8
20030301,1.4,5.6
20030302,-0.9,3.9
20030303,-2.8,2.9
20030304,-2,4.4
20030305,1.6,9.4
20030306,1.6,5.8
20030307,-0.8,3.9
20030308,-1.5,4.9
20030309,0.8,6.5
20030310,3.2,11.1
20030311,4.8,13.7
20030312,5,11.4
20030313,1.3,6.7
20030314,-0.5,5.7
20030315,-2.7,1.7
20030316,-0.7,5.9
20030317,1,9.2
20030318,0.5,8.5
20030319,0.9,8.1
20030320,1.8,9.1
20030321,1.4,7.7
20030322,1.4,7.9
20030323,2.4,9.5
20030324,3.3,10.7
20030325,3.7,10.8
20030326,4.3,12.6
20030327,4.4,10.5
20030328,5,10
20030329,6.3,13.4
20030330,5.8,13.3
20030331,5.3,10.3
20030401,5.9,14
20030402,0,5.7
20030403,-2.6,1.5
20030404,-0.9,5.4
20030405,2.6,11.2
20030406,2.7,11.1
20030407,-3.5,1.9
20030408,-3.9,3.8
20030409,-2.1,4
20030410,-2.2,1.7
20030411,-0.1,6.2
20030412,1.9,6.2
20030413,3.8,12.3
20030414,5.6,12.7
20030415,6.2,13.8
20030416,6.4,14.5
20030417,7.5,14.4
20030418,7.4,14.3
20030419,5.3,12.9
20030420,4.7,9.9
20030421,4.8,9.6
20030422,6,11.8
20030423,6.2,13.4
20030424,7.4,15.5
20030425,8.9,15.8
20030426,7.3,13.5
20030427,6.3,12
20030428,8.1,15.2
20030429,10.3,19.2
20030430,8.3,13.1
20030501,7.4,15.3
20030502,8.9,15.9
20030503,7.5,13.4
20030504,9.8,17.3
20030505,14.4,21
20030506,14.5,19.8
20030507,14.2,20.9
20030508,13.5,19.8
20030509,8.9,14.4
20030510,8.3,13.3
20030511,10.5,16.8
20030512,9.7,15
20030513,8.1,13.4
20030514,3,9.9
20030515,3,9.7
20030516,6.4,12.9
20030517,6.1,10
20030518,9.1,15.4
20030519,10.7,19.8
20030520,5.1,9.1
20030521,4.1,11.7
20030522,4.4,9.2
20030523,10.3,18.5
20030524,12.8,19.2
20030525,9.3,13.5
20030526,8.1,11.5
20030527,10.6,16.2
20030528,11.8,20.5
20030529,10.2,17.5
20030530,12.5,18.5
20030531,14.5,20.8
20030601,14.2,21.1
20030602,13.3,20.3
20030603,14.1,19.8
20030604,14,20.5
20030605,15.8,23.3
20030606,15.4,23.8
20030607,15.4,22.8
20030608,14,21.3
20030609,14.5,21.5
20030610,16.8,24.9
20030611,16.8,24
20030612,17.9,26.8
20030613,16.4,23.6
20030614,15.8,26.7
20030615,15.2,21.3
20030616,16.6,22.6
20030617,14.1,19.7
20030618,12.8,18.9
20030619,13.3,21.5
20030620,16.2,24.3
20030621,16.3,24.1
20030622,17.9,27.3
20030623,19.2,27.1
20030624,17.4,24.9
20030625,18.2,27.3
20030626,15.7,21
20030627,16,22.4
20030628,13.8,20.1
20030629,14.8,21.8
20030630,17.8,25.6
20030701,10.5,15.3
20030702,9.5,14.6
20030703,10.7,15.7
20030704,9.1,13.7
20030705,10.4,17.2
20030706,12.7,20.1
20030707,14.1,21.3
20030708,15.1,22
20030709,15,21.9
20030710,16.1,25
20030711,16.6,24.3
20030712,17.5,24.5
20030713,18.5,26.6
20030714,19.1,27.5
20030715,18.2,28.2
20030716,16.8,25.1
20030717,15.3,21.6
20030718,15.2,23.6
20030719,17.6,25
20030720,19.3,28
20030721,14.7,20.4
20030722,16,23.4
20030723,16.4,23.1
20030724,12.8,15.8
20030725,14.8,21.1
20030726,16.7,23.1
20030727,15.2,24.1
20030728,13.3,18.5
20030729,12.5,19.1
20030730,13.5,19.8
20030731,10.8,15.6
20030801,14.2,22.7
20030802,16.9,24.7
20030803,19.3,26.9
20030804,21,28.5
20030805,19.3,27.5
20030806,19.8,28.1
20030807,20.6,29.3
20030808,20.1,27.8
20030809,20.1,28.2
20030810,20.6,27.9
20030811,20.7,29.7
20030812,20.4,28.4
20030813,21.2,30.1
20030814,17.2,22.8
20030815,12.6,16.5
20030816,15.7,24.4
20030817,15.1,24.9
20030818,12.4,17.8
20030819,14,21.3
20030820,15,22.1
20030821,13.4,18.4
20030822,14.8,21.8
20030823,16,23.6
20030824,15.7,24.1
20030825,14.9,22.7
20030826,14.6,22
20030827,15.5,23.3
20030828,17.3,25.1
20030829,11.2,18.2
20030830,11.1,15.1
20030831,8.6,13.6
20030901,6.8,12
20030902,7.6,13.8
20030903,8.5,15.8
20030904,10,17.7
20030905,11.1,16.9
20030906,10.7,14.1
20030907,11.6,18.2
20030908,9.6,13.5
20030909,8.2,9.4
20030910,8.9,14.1
20030911,7.9,16
20030912,7.9,16.9
20030913,7.8,14.1
20030914,8.6,16.6
20030915,9.9,18.5
20030916,11,19.2
20030917,11.9,21.3
20030918,13.1,22.1
20030919,14.5,24.5
20030920,15.1,24.9
20030921,13.6,21.5
20030922,13.4,20.7
20030923,10.2,14.1
20030924,7.3,13.4
20030925,9.1,17.5
20030926,8.8,16.6
20030927,10.2,16.5
20030928,8.6,13.2
20030929,7.1,12.5
20030930,7.9,17.4
20031001,8.3,12.6
20031002,10.7,17.5
20031003,10.9,13.9
20031004,6.7,9.7
20031005,2.1,4.3
20031006,0.1,5.8
20031007,0.8,3.3
20031008,0.9,5.9
20031009,7.2,16.2
20031010,5.8,13.8
20031011,7,16.1
20031012,7.3,16.5
20031013,5.3,12.2
20031014,6,12.7
20031015,4.1,11
20031016,3.8,12.2
20031017,3.4,11.7
20031018,3.8,10.3
20031019,4.5,11
20031020,2.8,4.8
20031021,1.7,5.5
20031022,-1.1,4.2
20031023,-2.2,1.8
20031024,-3.7,0.1
20031025,-5.3,-0.3
20031026,-3.6,1.5
20031027,-1.3,4.6
20031028,-1.1,5.3
20031029,-1.1,0.5
20031030,-1.6,0.8
20031031,0.6,3.9
20031101,0.4,2.3
20031102,-0.6,4.7
20031103,1.2,6.3
20031104,1.3,9
20031105,4.8,14.2
20031106,4.3,13
20031107,0,2.1
20031108,-1.4,1.5
20031109,1.4,8.1
20031110,3.5,10.2
20031111,2.4,9.1
20031112,1.3,7
20031113,0.6,4.1
20031114,-0.4,5.4
20031115,-0.1,5.7
20031116,3.3,9
20031117,1.3,3.7
20031118,1.8,9.9
20031119,4.4,12.6
20031120,4.8,12.8
20031121,5.7,10.5
20031122,8.5,11.5
20031123,7.6,10
20031124,3.9,6.4
20031125,2.3,7.6
20031126,1,8.1
20031127,0.1,5.5
20031128,-3.3,-2
20031129,-4.7,-0.1
20031130,0.6,5.5
20031201,1.4,4.9
20031202,2.6,6.8
20031203,2.3,5.1
20031204,1.8,5.4
20031205,0.6,8
20031206,-0.7,5.6
20031207,-2.7,4.2
20031208,-3.7,2.1
20031209,-0.9,4.8
20031210,-2.4,1
20031211,-3.1,2.5
20031212,-0.7,4.7
20031213,1.1,8.4
20031214,2.1,8
20031215,-3.2,-0.7
20031216,-6.8,-4.4
20031217,-3,2.5
20031218,-3.3,2.8
20031219,-2,2.9
20031220,-1.3,4.4
20031221,-1.3,2.3
20031222,-6.2,-3.8
20031223,-10.6,-6.9
20031224,-9.1,-2.1
20031225,-3.1,3.5
20031226,-0.4,6.4
20031227,-0.1,3.4
20031228,-2,3.3
20031229,-4.4,-2.9
20031230,-3.2,-0.1
20031231,-5.9,-2.9
20040101,-6.8,-2.6
20040102,-7,-4.9
20040103,-10.2,-5.4
20040104,-11.2,-6.2
20040105,-7.1,-1
20040106,-2.6,1.8
20040107,-1.4,3.3
20040108,-1.1,4.3
20040109,-1.3,0.4
20040110,-0.4,1.9
20040111,0,5.4
20040112,0.2,4.3
20040113,0.8,2.8
20040114,0.2,3.6
20040115,-6.1,-3.6
20040116,-5.3,-1.4
20040117,-2.6,0
20040118,-4.5,-3.2
20040119,-8.3,-5.1
20040120,-4,-0.3
20040121,-3.9,1.3
20040122,-7.5,-4.3
20040123,-5.2,-1.3
20040124,-4.9,0.7
20040125,-6.9,-2.5
20040126,-8.1,-4.7
20040127,-7.5,-3.8
20040128,-8.7,-6
20040129,-10.3,-8.7
20040130,-10.2,-2.8
20040131,-2.9,3.9
20040201,-1.4,4.7
20040202,-0.1,7.1
20040203,2.5,9.4
20040204,2.1,9.8
20040205,2.2,10.2
20040206,2.7,11.3
20040207,0.5,3.2
20040208,-1.1,3.8
20040209,-3.5,0
20040210,-5.2,0.6
20040211,-2.5,0
20040212,-4,2.8
20040213,-1.7,5.6
20040214,-1.2,7.1
20040215,-2.5,4
20040216,-2.3,5
20040217,-2.9,3.1
20040218,-5.1,-1.5
20040219,-5.4,-2.5
20040220,-1.8,3
20040221,-0.6,2.6
20040222,2,7.5
20040223,-2.6,2.2
20040224,-9.7,-3.5
20040225,-6.6,-0.2
20040226,-6.9,-2.7
20040227,-10.2,-6.8
20040228,-10.7,-6.4
20040229,-10.8,-6.7
20040301,-10.1,-3.6
20040302,-8.6,-3.4
20040303,-5.5,1.8
20040304,-3.3,2.9
20040305,-0.5,2.9
20040306,-1.5,0.5
20040307,-3.9,-2.1
20040308,-6.7,-2.7
20040309,-7.3,-1.8
20040310,-6.1,0.5
20040311,-7,-1.9
20040312,-3.5,2.4
20040313,0.1,4.9
20040314,1.4,6.3
20040315,2.3,9.1
20040316,4.7,12.8
20040317,6.6,14.3
20040318,6.5,15.2
20040319,4.8,10.1
20040320,4.3,8.6
20040321,4.4,12.6
20040322,-0.6,5.7
20040323,-3.6,-1.2
20040324,-3.1,0.2
20040325,-3.9,-1.1
20040326,-4,-0.2
20040327,-2.3,4.8
20040328,-0.6,8.2
20040329,2.3,10.7
20040330,1.5,7.1
20040331,2.2,9.8
20040401,4.5,12.3
20040402,5.6,12.1
20040403,3.6,6.2
20040404,3.9,11.2
20040405,4.3,11
20040406,0.8,7.4
20040407,-2.8,1.5
20040408,-2.3,4.7
20040409,-2.3,-0.2
20040410,-2.1,-0.5
20040411,-0.9,5.3
20040412,1.5,8.3
20040413,0.7,5.5
20040414,2.7,10.6
20040415,1.8,5.7
20040416,3.4,11.7
20040417,4.7,7.6
20040418,5.4,11.9
20040419,-2.3,2.4
20040420,0,8
20040421,5.2,13.6
20040422,8.6,15.8
20040423,8.1,14.2
20040424,7.5,13.2
20040425,5,12.2
20040426,5.5,12.4
20040427,7.1,14.1
20040428,7.9,12.7
20040429,8.1,12.2
20040430,5.3,8.9
20040501,5.9,13.4
20040502,5.4,9.1
20040503,5.6,9.1
20040504,7,11.1
20040505,1,5
20040506,-0.9,1
20040507,-0.4,4.7
20040508,0.2,5.1
20040509,1,4.8
20040510,3.6,10.5
20040511,6.4,10.4
20040512,7.6,14.1
20040513,6.2,11.1
20040514,7,13.3
20040515,8.1,15.1
20040516,9.2,17
20040517,10.6,18.8
20040518,12.1,21.5
20040519,12,20.1
20040520,12.7,21.1
20040521,8.8,12.2
20040522,6.7,10.5
20040523,6.2,13.8
20040524,6.6,15.5
20040525,8.6,16.2
20040526,9.9,15.8
20040527,8.1,12.7
20040528,8.1,13.5
20040529,8.5,16.4
20040530,10.7,17.1
20040531,7.5,9.6
20040601,6,8.2
20040602,8.1,12.6
20040603,6.7,11.2
20040604,9.5,14.5
20040605,9.6,15.2
20040606,10.3,16.9
20040607,12.2,19.2
20040608,14.4,22.8
20040609,15.8,24.1
20040610,17,24.4
20040611,14.5,21.4
20040612,12.8,20.2
20040613,7.9,13.4
20040614,9.5,17
20040615,12.4,18.9
20040616,11.4,15.9
20040617,13,21.3
20040618,12.6,19.4
20040619,10.5,16
20040620,6.5,10.2
20040621,9.3,14.8
20040622,9.6,12.6
20040623,10.4,14.9
20040624,12.2,18.6
20040625,11.8,19
20040626,13.3,22.2
20040627,15.2,21.5
20040628,15.5,22.9
20040629,14.5,22.2
20040630,15.3,24.4
20040701,12.8,17.2
20040702,11.7,18.9
20040703,11.1,19.2
20040704,12.6,20
20040705,12.5,17.6
20040706,12.3,15.3
20040707,14.2,20.7
20040708,13.6,18.3
20040709,8.9,14.6
20040710,8.1,13.4
20040711,7.9,12.6
20040712,7.3,11.8
20040713,7.4,11
20040714,9.7,17.6
20040715,13.5,21.6
20040716,13.8,22.6
20040717,13.2,22.3
20040718,13.4,19.6
20040719,12.6,17.2
20040720,12.8,17.6
20040721,15.2,21.8
20040722,17.1,24.2
20040723,16.3,22.6
20040724,12.4,15.5
20040725,13.3,19.3
20040726,13,17.8
20040727,12.1,17.7
20040728,13.3,20.6
20040729,15.2,22.8
20040730,16.1,23.1
20040731,16.7,23.8
20040801,17.4,26.4
20040802,17.9,26.4
20040803,16.3,23.3
20040804,15,22.3
20040805,14.3,19.9
20040806,14.7,21.9
20040807,15.1,21.7
20040808,14.3,20.2
20040809,14.4,19.4
20040810,16.1,22
20040811,15.4,20.5
20040812,14.9,24.1
20040813,12.3,19.2
20040814,11,17.9
20040815,12,18.9
20040816,13.1,21.2
20040817,12.3,17.1
20040818,15.9,21.2
20040819,16.9,21.6
20040820,11.8,16.2
20040821,8.6,15.8
20040822,9.4,17.3
20040823,14.3,22.1
20040824,10.4,13.7
20040825,10.4,16.5
20040826,7.4,11.7
20040827,8.5,15.9
20040828,11.6,18.6
20040829,11.4,17
20040830,11.3,17.6
20040831,10.2,15.3
20040901,11.3,19.2
20040902,12.5,20.2
20040903,13.8,20.8
20040904,14.1,21.2
20040905,14.9,21.7
20040906,14,21.3
20040907,13.6,21.5
20040908,13.6,21.3
20040909,13.6,21.2
20040910,14.2,21.5
20040911,13.6,19.4
20040912,11,15.6
20040913,10.6,17.5
20040914,10.4,13.9
20040915,8.6,11.1
20040916,7.1,13.2
20040917,8.2,16.1
20040918,10,18.9
20040919,9.9,16.5
20040920,10.2,16.4
20040921,8.5,14.4
20040922,9.4,18.2
20040923,9.8,13.3
20040924,6.9,12.3
20040925,3,7.4
20040926,3.8,7.3
20040927,5.4,10.2
20040928,7.2,13.3
20040929,7.6,14
20040930,9.1,15.9
20041001,8.7,15.1
20041002,8.3,15.9
20041003,8.1,15
20041004,10.2,17.6
20041005,12.3,21
20041006,10.4,14.3
20041007,9.8,14
20041008,10,15.2
20041009,10.3,16.1
20041010,7.4,13.9
20041011,5.5,11.7
20041012,6.7,11.4
20041013,5,10.2
20041014,3.3,7.9
20041015,1.9,8
20041016,-0.2,3.8
20041017,-0.5,3.6
20041018,1.1,6.8
20041019,3.7,7.7
20041020,7.6,12.3
20041021,8.8,13.5
20041022,8.5,15
20041023,7.5,14.3
20041024,9,17.4
20041025,8.4,13.7
20041026,5.7,7.4
20041027,6,12.6
20041028,6.3,9.1
20041029,6.5,11.7
20041030,4,9.6
20041031,6.2,12
20041101,6.5,8.5
20041102,6.1,7.9
20041103,7.7,11.6
20041104,8.2,13.6
20041105,6.3,9.6
20041106,3.2,7.2
20041107,-0.2,3.6
20041108,-4.2,-0.7
20041109,-5.3,-2.7
20041110,-6.3,-1.1
20041111,-2.6,1.9
20041112,1.6,8.3
20041113,-3,1.1
20041114,-5.9,-0.4
20041115,-5.2,0.6
20041116,-3,3.9
20041117,-1.5,6.9
20041118,-1.6,4
20041119,-3.2,2.1
20041120,-6.6,-1.2
20041121,-3.7,0.4
20041122,-1.9,2.9
20041123,-1.9,2.3
20041124,-0.5,6.7
20041125,0.6,7.5
20041126,-0.9,4.5
20041127,-2.4,2.4
20041128,-0.6,4.5
20041129,-0.9,-0.2
20041130,-2.4,0.9
20041201,-5.6,-0.6
20041202,-1.6,4.2
20041203,-2,2.5
20041204,-3,3.4
20041205,-1.4,4.8
20041206,0.4,7.6
20041207,0.2,5.9
20041208,1.2,6.9
20041209,3.1,7.6
20041210,0.4,6.6
20041211,-0.2,6.8
20041212,-0.4,6.5
20041213,-1.4,4.7
20041214,-2,4.8
20041215,-1.5,4.8
20041216,-1.6,2.8
20041217,-2.7,-1
20041218,-5.4,-3.3
20041219,-3.3,0.2
20041220,-6.6,-1.3
20041221,-10.5,-4.5
20041222,-10.6,-5.4
20041223,-4.6,2.2
20041224,-4.1,1.7
20041225,-1.8,3.2
20041226,-4.1,-3
20041227,-5.2,-4.5
20041228,-6.6,-4.2
20041229,-9.8,-5.8
20041230,-9.1,-3.2
20041231,-4.6,1.2
20050101,-5.8,-1
20050102,-2.6,1.4
20050103,-7.2,-2.6
20050104,-4.5,3.3
20050105,-2.4,3.8
20050106,-1.1,4.7
20050107,-1.1,6.1
20050108,0,7
20050109,-0.6,5
20050110,0.3,7.1
20050111,-2.2,4.2
20050112,-2.5,3.3
20050113,-3.8,0.2
20050114,-5.3,2.1
20050115,-3.4,3.6
20050116,-2.4,4.8
20050117,-2.5,4.1
20050118,-3.3,1.7
20050119,-7.2,-4
20050120,-3.1,4.5
20050121,0.2,5.3
20050122,-4.1,-0.5
20050123,-6.2,-4.7
20050124,-11,-6.9
20050125,-15.8,-11.6
20050126,-15.4,-9.4
20050127,-13.8,-5.7
20050128,-15.2,-9.6
20050129,-14.7,-8.5
20050130,-12.1,-5.9
20050131,-9.7,-4.4
20050201,-6.4,0
20050202,-11.1,-7
20050203,-8.7,-2.2
20050204,-4.9,3
20050205,-5.9,2.2
20050206,-7.4,-0.3
20050207,-7.9,-0.8
20050208,-7.1,0.7
20050209,-6,1.2
20050210,-4.2,1.4
20050211,-1.3,0.3
20050212,0.9,4.8
20050213,-3.1,2.1
20050214,-7.4,-4.3
20050215,-8.6,-4.6
20050216,-11.7,-9
20050217,-11.1,-5.3
20050218,-11.3,-5
20050219,-9.4,-5.9
20050220,-9.1,-7.2
20050221,-10,-7.6
20050222,-11.1,-7.2
20050223,-12.5,-7.1
20050224,-11.1,-3.6
20050225,-10.4,-3.3
20050226,-11.1,-4.1
20050227,-12.3,-7.9
20050228,-12.5,-6.5
20050301,-12.7,-5.5
20050302,-10,-2.7
20050303,-8,-2.3
20050304,-7.8,-2
20050305,-9.1,-6.2
20050306,-9.9,-4.2
20050307,-11.4,-7.4
20050308,-8.2,-1.9
20050309,-6.8,-1.1
20050310,-6.1,0.7
20050311,-3.9,3.1
20050312,-2.1,6.8
20050313,-3.9,1
20050314,-1.1,5.2
20050315,1.9,7.9
20050316,2.9,10.4
20050317,3.6,11.3
20050318,4.7,12.6
20050319,5.6,13.8
20050320,5.2,12.2
20050321,5.7,12.7
20050322,5.7,10.1
20050323,6.2,14.2
20050324,5.6,11.3
20050325,4.5,10.2
20050326,4.7,9.5
20050327,3.1,5.3
20050328,4.5,9.9
20050329,4.8,10.2
20050330,2,5.4
20050331,1.8,6.1
20050401,3.6,9.7
20050402,2.8,8.5
20050403,2.1,10.6
20050404,2.7,10.4
20050405,3.7,11.6
20050406,5.1,11.7
20050407,2.7,5.5
20050408,0.7,2.2
20050409,-3.2,-1.9
20050410,-3,0.9
20050411,2.3,8.7
20050412,3.8,11
20050413,3.3,8.4
20050414,4.6,12.7
20050415,5.2,10.7
20050416,0.2,3.8
20050417,-1.9,0
20050418,1.2,4.1
20050419,0.6,2.8
20050420,0.6,4.5
20050421,1.5,6.5
20050422,2.6,10.4
20050423,4.7,10.6
20050424,5,9.5
20050425,2.7,6.1
20050426,5.3,11.9
20050427,7.1,13.9
20050428,8.5,16.8
20050429,10.7,18.2
20050430,11.4,20.4
20050501,12.5,20.4
20050502,13.3,21.1
20050503,9.7,16.1
20050504,7.2,12.4
20050505,5.4,10.2
20050506,4.9,9.5
20050507,3.4,7.4
20050508,5.1,14.2
20050509,4.6,11.5
20050510,5.5,13
20050511,5.8,11.2
20050512,7.6,12.3
20050513,8.5,13.6
20050514,6.9,10.9
20050515,8.3,14.1
20050516,5.1,7.6
20050517,6,13.7
20050518,6.2,10.8
20050519,6.7,14.2
20050520,10.9,19.1
20050521,10.9,16
20050522,8.8,14.3
20050523,4.9,7.3
20050524,7.7,14.9
20050525,12.3,21
20050526,14.9,23.3
20050527,16.2,24.1
20050528,17.2,25.1
20050529,16.5,24.5
20050530,12,16.8
20050531,9.8,16.4
20050601,11.8,18.5
20050602,12.2,19.4
20050603,13.7,24.1
20050604,11.4,16.7
20050605,10.3,16.6
20050606,8.5,14.2
20050607,9.6,16.2
20050608,7.2,14.5
20050609,6.2,12.7
20050610,7.2,15.4
20050611,9.7,18.2
20050612,11.3,20.2
20050613,10.6,14.5
20050614,9.2,12.6
20050615,11.7,17.6
20050616,13.4,18.9
20050617,14.6,21.6
20050618,16.7,24.5
20050619,17.5,25
20050620,17.3,25
20050621,17.5,24.8
20050622,18.3,25.8
20050623,18.6,26
20050624,17.7,25.9
20050625,12.9,19.4
20050626,16.4,25.1
20050627,18.7,26.3
20050628,18.9,28.1
20050629,14.4,21.5
20050630,14.2,19.9
20050701,11.1,14.8
20050702,11.3,16.9
20050703,15.5,23.5
20050704,13.4,21.3
20050705,8.9,14.6
20050706,7.9,15.4
20050707,8.1,11.8
20050708,7.8,12.1
20050709,8,12.7
20050710,10.6,16.7
20050711,12.6,17.9
20050712,13.6,20.5
20050713,14.7,21.8
20050714,15.9,23.5
20050715,17.9,28.2
20050716,17.3,25.8
20050717,18.9,28.1
20050718,14.4,22.4
20050719,12.4,19.3
20050720,12.8,22
20050721,13.3,22.3
20050722,12.4,19.9
20050723,12,17.7
20050724,12.5,16.4
20050725,14.4,20.5
20050726,15.7,22.3
20050727,18,28.9
20050728,19.8,29.2
20050729,17.3,25.8
20050730,14.1,19.4
20050731,13.3,19.1
20050801,12.8,20.6
20050802,9.2,11.4
20050803,8.9,13.7
20050804,10,17.3
20050805,12,19.5
20050806,13.9,20.2
20050807,9.7,14.3
20050808,8.2,16.4
20050809,10.4,19.1
20050810,13,20.4
20050811,11.2,15.7
20050812,11.9,18.1
20050813,11.4,17.2
20050814,8.7,14.1
20050815,7.8,13.8
20050816,10.4,17.9
20050817,12.6,21.2
20050818,12.8,20.3
20050819,12.4,16.4
20050820,9.1,14.1
20050821,6.7,8.8
20050822,8.9,12.9
20050823,10.6,17.4
20050824,11.1,17.9
20050825,12.5,18.9
20050826,12.3,17.3
20050827,10.7,17.1
20050828,12,18.3
20050829,13.7,21
20050830,15,22.7
20050831,15.4,23
20050901,15.9,22.2
20050902,15.8,22.8
20050903,15,21.5
20050904,14.1,20.6
20050905,13.6,19.7
20050906,12.4,18.7
20050907,11.4,15.2
20050908,12.1,21.3
20050909,10.5,14.3
20050910,10.9,15.3
20050911,8.7,12.9
20050912,8.2,12.8
20050913,9.7,16.1
20050914,10.8,16.7
20050915,11,17.1
20050916,10.4,15.9
20050917,6.6,8.9
20050918,5.7,10.4
20050919,5.7,9.2
20050920,6.2,10.7
20050921,7.1,13.8
20050922,9.2,14.5
20050923,9,15.6
20050924,9.1,15.9
20050925,9.7,16
20050926,8.9,14.7
20050927,9.7,12.6
20050928,9.3,14.3
20050929,7.1,9.7
20050930,4.3,8
20051001,6.8,12.1
20051002,2.4,6.7
20051003,1.2,4.1
20051004,3.6,8.6
20051005,4.1,9.7
20051006,6.2,11.5
20051007,5.1,10.8
